filename,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
pose1/pose1train (54).jpg,222.0,109.0,0.7292428,219.0,96.0,0.8363433,213.0,98.0,0.76291084,199.0,95.0,0.6618097,180.0,98.0,0.7698001,207.0,139.0,0.7846433,144.0,157.0,0.85492074,201.0,232.0,0.42912576,138.0,254.0,0.90690804,199.0,296.0,0.35132465,149.0,333.0,0.6714711,197.0,299.0,0.86590886,172.0,307.0,0.78179777,186.0,415.0,0.7717439,297.0,343.0,0.66293776,80.0,361.0,0.8228355,275.0,464.0,0.9246881,0,pose1
pose1/pose1train (540).jpg,1021.0,853.0,0.6371857,1124.0,730.0,0.54539007,993.0,714.0,0.5727281,1482.0,706.0,0.7375103,1158.0,681.0,0.109395616,1856.0,1301.0,0.86234736,1094.0,1117.0,0.8206548,1983.0,2201.0,0.6179812,1120.0,1726.0,0.5112053,1768.0,2851.0,0.34936035,993.0,2280.0,0.43071404,1677.0,2416.0,0.62687886,1200.0,2280.0,0.64213634,1728.0,3148.0,0.7025405,459.0,2691.0,0.5761666,2141.0,2480.0,0.6048001,887.0,3223.0,0.6206136,0,pose1
pose1/pose1train (543).jpg,1750.0,720.0,0.51537824,1773.0,593.0,0.58163583,1610.0,629.0,0.4011597,1692.0,602.0,0.19775447,1343.0,679.0,0.6173425,1797.0,992.0,0.6593513,1129.0,1285.0,0.83931625,1810.0,1557.0,0.6902505,1155.0,2091.0,0.8756813,1938.0,2099.0,0.5418103,1348.0,2679.0,0.39867523,1669.0,2168.0,0.49376833,1355.0,2236.0,0.60484254,1393.0,2656.0,0.19205578,2151.0,2712.0,0.7474715,887.0,2416.0,0.6171705,1816.0,3281.0,0.8489591,0,pose1
pose1/pose1train (544).jpg,1780.0,697.0,0.61660534,1818.0,584.0,0.49006423,1660.0,617.0,0.7280767,1781.0,589.0,0.16392939,1416.0,645.0,0.54236114,1822.0,960.0,0.7132113,1222.0,1216.0,0.704685,1843.0,1511.0,0.6302445,1208.0,2011.0,0.6948194,1912.0,2011.0,0.61525774,1358.0,2547.0,0.33284292,1722.0,2059.0,0.7308625,1435.0,2117.0,0.5841255,1458.0,2559.0,0.1422221,2125.0,2622.0,0.5992371,960.0,2353.0,0.39177766,1816.0,3189.0,0.76044846,0,pose1
pose1/pose1train (545).jpg,160.0,58.0,0.78238827,162.0,49.0,0.8193724,148.0,50.0,0.8970067,155.0,53.0,0.57940966,126.0,58.0,0.8455163,166.0,104.0,0.9003461,113.0,111.0,0.9164475,158.0,169.0,0.5735862,104.0,188.0,0.70350325,166.0,226.0,0.41344774,111.0,247.0,0.69401014,165.0,225.0,0.8363147,132.0,229.0,0.88531315,238.0,254.0,0.92886263,127.0,350.0,0.84664464,232.0,368.0,0.8292519,53.0,330.0,0.892817,0,pose1
pose1/pose1train (546).jpg,48.0,27.0,0.8489563,53.0,22.0,0.77094215,47.0,22.0,0.79997563,66.0,24.0,0.6032686,52.0,23.0,0.66391945,75.0,52.0,0.92061454,46.0,50.0,0.8155712,77.0,90.0,0.79781765,42.0,86.0,0.8299272,73.0,125.0,0.76975715,33.0,113.0,0.7660953,62.0,113.0,0.7885629,47.0,113.0,0.6385655,22.0,128.0,0.86159825,54.0,172.0,0.87592876,31.0,186.0,0.88025904,100.0,165.0,0.8127214,0,pose1
pose1/pose1train (547).jpg,91.0,78.0,0.6598602,99.0,72.0,0.6180976,94.0,71.0,0.7573595,116.0,74.0,0.8231651,108.0,72.0,0.6451156,131.0,110.0,0.71501243,97.0,108.0,0.7087457,164.0,154.0,0.9319289,125.0,149.0,0.5184907,145.0,188.0,0.6970915,119.0,185.0,0.5017456,136.0,201.0,0.89595383,109.0,199.0,0.90399843,148.0,279.0,0.8192213,52.0,216.0,0.8039849,198.0,248.0,0.8897269,56.0,292.0,0.75988454,0,pose1
pose1/pose1train (548).jpg,102.0,70.0,0.73565507,109.0,64.0,0.6996534,109.0,62.0,0.66069674,133.0,70.0,0.8252726,130.0,69.0,0.7804,139.0,120.0,0.8894816,134.0,116.0,0.9120672,142.0,199.0,0.7631091,142.0,197.0,0.72154635,134.0,262.0,0.8059768,132.0,257.0,0.6010692,127.0,232.0,0.8571572,126.0,231.0,0.8187595,25.0,243.0,0.84201294,141.0,331.0,0.8077162,52.0,337.0,0.9463601,236.0,305.0,0.90287757,0,pose1
pose1/pose1train (549).jpg,67.0,46.0,0.8271398,71.0,42.0,0.8858609,70.0,41.0,0.8865285,84.0,45.0,0.8805134,82.0,45.0,0.7145033,88.0,67.0,0.82979983,87.0,67.0,0.7809427,100.0,100.0,0.7099943,97.0,99.0,0.5762781,84.0,120.0,0.6064795,83.0,117.0,0.54392684,88.0,137.0,0.90938014,87.0,138.0,0.8139927,35.0,160.0,0.7635965,94.0,192.0,0.91234744,32.0,215.0,0.73266214,145.0,194.0,0.8996465,0,pose1
pose1/pose1train (55).jpg,173.0,110.0,0.65945184,183.0,99.0,0.67179185,177.0,98.0,0.82195956,213.0,97.0,0.6737172,204.0,96.0,0.73495257,251.0,161.0,0.8443092,189.0,135.0,0.6340229,259.0,255.0,0.77309895,191.0,221.0,0.3558473,249.0,334.0,0.74493396,192.0,285.0,0.3269986,223.0,302.0,0.8733489,200.0,294.0,0.8394218,99.0,341.0,0.7498313,210.0,418.0,0.9031906,117.0,466.0,0.9317381,313.0,361.0,0.8184632,0,pose1
pose1/pose1train (550).jpg,146.0,58.0,0.8277966,157.0,50.0,0.9103122,144.0,49.0,0.87283826,180.0,57.0,0.79997146,152.0,53.0,0.4588167,193.0,109.0,0.86955875,137.0,103.0,0.8890445,200.0,186.0,0.8285023,146.0,170.0,0.7218025,192.0,246.0,0.89979583,140.0,224.0,0.34860516,175.0,232.0,0.88126117,140.0,227.0,0.80376244,180.0,350.0,0.90703446,68.0,257.0,0.85388947,251.0,329.0,0.92379916,75.0,368.0,0.9519054,0,pose1
pose1/pose1train (551).jpg,253.0,107.0,0.672788,247.0,100.0,0.73865914,242.0,102.0,0.8704866,230.0,110.0,0.8389068,223.0,113.0,0.64162433,225.0,154.0,0.8605369,226.0,157.0,0.87801987,223.0,225.0,0.7215333,223.0,230.0,0.8512101,245.0,285.0,0.61622036,245.0,288.0,0.81029135,218.0,274.0,0.871261,213.0,278.0,0.9029326,316.0,286.0,0.8692738,183.0,379.0,0.7051455,279.0,379.0,0.8032573,78.0,372.0,0.9246651,0,pose1
pose1/pose1train (552).jpg,170.0,111.0,0.6067194,178.0,104.0,0.5852903,176.0,103.0,0.6884352,199.0,111.0,0.77145797,194.0,111.0,0.7673304,197.0,154.0,0.7549165,197.0,151.0,0.7741809,198.0,231.0,0.6898667,202.0,230.0,0.7811576,176.0,289.0,0.8506721,180.0,286.0,0.48225567,207.0,273.0,0.89968365,199.0,273.0,0.86543816,242.0,375.0,0.88925904,110.0,286.0,0.7483091,345.0,369.0,0.75624144,146.0,378.0,0.7401974,0,pose1
pose1/pose1train (553).jpg,404.0,95.0,0.8273856,395.0,85.0,0.87294704,395.0,85.0,0.88241625,368.0,92.0,0.6986885,365.0,93.0,0.9245097,353.0,151.0,0.80611694,348.0,155.0,0.7277336,358.0,254.0,0.5217151,351.0,257.0,0.7631717,395.0,330.0,0.7674749,393.0,331.0,0.64322007,361.0,322.0,0.85273576,359.0,326.0,0.78929406,340.0,421.0,0.80664957,491.0,302.0,0.9427992,220.0,390.0,0.70115215,482.0,436.0,0.76531434,0,pose1
pose1/pose1train (554).jpg,393.0,94.0,0.8466251,402.0,85.0,0.88428664,402.0,84.0,0.9031343,432.0,93.0,0.9414191,431.0,92.0,0.9042957,449.0,156.0,0.8152341,440.0,152.0,0.9109542,442.0,257.0,0.8037833,441.0,255.0,0.8244565,411.0,332.0,0.91273344,409.0,319.0,0.6675514,441.0,320.0,0.86575055,433.0,318.0,0.68276256,305.0,301.0,0.9075615,462.0,419.0,0.78216153,316.0,434.0,0.86765367,580.0,390.0,0.8317683,0,pose1
pose1/pose1train (555).jpg,204.0,72.0,0.778885,214.0,60.0,0.693612,192.0,60.0,0.8500675,227.0,66.0,0.82545394,175.0,64.0,0.7274039,253.0,128.0,0.8738571,143.0,127.0,0.84483933,268.0,222.0,0.86328554,126.0,218.0,0.73401207,281.0,305.0,0.8941013,106.0,304.0,0.67105716,227.0,275.0,0.8601998,165.0,275.0,0.84508866,226.0,338.0,0.13164271,175.0,301.0,0.62467957,224.0,431.0,0.16597511,179.0,451.0,0.8263368,0,pose1
pose1/pose1train (557).jpg,189.0,76.0,0.6011579,197.0,66.0,0.7865213,196.0,65.0,0.7107631,233.0,72.0,0.8131517,231.0,69.0,0.80758446,260.0,133.0,0.7727721,239.0,127.0,0.845726,257.0,257.0,0.88336253,239.0,245.0,0.7263571,244.0,352.0,0.8874644,231.0,337.0,0.5821489,257.0,299.0,0.9505179,230.0,289.0,0.9179191,254.0,464.0,0.9242405,97.0,279.0,0.8059958,396.0,453.0,0.8088219,110.0,419.0,0.87075275,0,pose1
pose1/pose1train (558).jpg,219.0,84.0,0.8309801,232.0,72.0,0.83628094,223.0,71.0,0.68468744,271.0,78.0,0.7806318,253.0,74.0,0.7273319,301.0,146.0,0.89375895,242.0,137.0,0.9172391,312.0,255.0,0.8060575,249.0,238.0,0.72846603,302.0,348.0,0.7472724,234.0,325.0,0.76639825,281.0,308.0,0.84121186,241.0,297.0,0.9275826,293.0,468.0,0.75828516,115.0,299.0,0.8613895,419.0,438.0,0.8465382,129.0,448.0,0.7924079,0,pose1
pose1/pose1train (559).jpg,242.0,70.0,0.7198143,237.0,58.0,0.8454106,233.0,58.0,0.7180195,211.0,60.0,0.6903042,202.0,60.0,0.6045935,233.0,127.0,0.84962523,158.0,122.0,0.9480017,234.0,219.0,0.53679687,138.0,221.0,0.81943524,239.0,271.0,0.3785792,134.0,315.0,0.7781161,212.0,280.0,0.86893004,176.0,280.0,0.8465019,207.0,422.0,0.8622711,301.0,288.0,0.8481861,101.0,402.0,0.42108253,297.0,434.0,0.898494,0,pose1
pose1/pose1train (560).jpg,279.0,78.0,0.7099328,274.0,66.0,0.7780112,274.0,66.0,0.8013764,247.0,70.0,0.56540084,251.0,72.0,0.7028433,194.0,133.0,0.7360846,264.0,152.0,0.7558175,202.0,237.0,0.41589004,255.0,248.0,0.45667017,228.0,319.0,0.17151797,269.0,331.0,0.53211725,219.0,294.0,0.74223405,236.0,296.0,0.64795053,370.0,271.0,0.25504512,372.0,271.0,0.67430645,363.0,408.0,0.37561435,363.0,406.0,0.60190606,0,pose1
pose1/pose1train (561).jpg,153.0,76.0,0.49756944,155.0,65.0,0.61541224,158.0,62.0,0.5911237,170.0,63.0,0.77532876,181.0,58.0,0.50421655,167.0,134.0,0.7552204,246.0,124.0,0.87304443,162.0,244.0,0.5613708,257.0,219.0,0.7111538,140.0,330.0,0.7707417,260.0,297.0,0.8469331,189.0,294.0,0.8138837,222.0,284.0,0.8093553,186.0,454.0,0.8447669,97.0,245.0,0.62715805,304.0,481.0,0.8610563,117.0,387.0,0.45300177,0,pose1
pose1/pose1train (562).jpg,172.0,111.0,0.7086023,186.0,101.0,0.8140385,178.0,97.0,0.86205167,226.0,108.0,0.7588623,212.0,100.0,0.6000147,255.0,182.0,0.8209494,198.0,144.0,0.76553357,267.0,292.0,0.92920136,202.0,241.0,0.67921215,255.0,383.0,0.90021807,201.0,328.0,0.4437977,234.0,313.0,0.82584536,190.0,299.0,0.90002733,251.0,460.0,0.8980297,65.0,310.0,0.9321581,386.0,419.0,0.7641371,85.0,434.0,0.9241406,0,pose1
pose1/pose1train (564).jpg,235.0,81.0,0.7522547,241.0,68.0,0.65525717,241.0,68.0,0.66142535,269.0,72.0,0.82566124,268.0,71.0,0.7168843,305.0,134.0,0.8803387,289.0,133.0,0.8547945,305.0,241.0,0.6742686,295.0,231.0,0.5518179,293.0,330.0,0.6759794,283.0,316.0,0.37407413,295.0,298.0,0.89008164,293.0,295.0,0.7360498,144.0,290.0,0.74615437,295.0,426.0,0.5586922,153.0,424.0,0.839737,417.0,424.0,0.6469294,0,pose1
pose1/pose1train (565).jpg,295.0,75.0,0.8396797,287.0,63.0,0.791842,286.0,64.0,0.8203634,252.0,69.0,0.6740544,249.0,69.0,0.7960418,240.0,130.0,0.7835174,225.0,135.0,0.9163281,238.0,246.0,0.7206665,224.0,255.0,0.9136592,257.0,336.0,0.58110154,240.0,351.0,0.88555413,254.0,289.0,0.9180205,230.0,296.0,0.9059164,387.0,276.0,0.8704423,229.0,461.0,0.9028539,376.0,417.0,0.9317991,84.0,452.0,0.9012834,0,pose1
pose1/pose1train (566).jpg,270.0,83.0,0.81118023,266.0,70.0,0.7228475,257.0,71.0,0.80317557,238.0,73.0,0.7018819,219.0,75.0,0.7211748,248.0,132.0,0.8324113,190.0,145.0,0.9074036,233.0,233.0,0.6172137,176.0,254.0,0.9600159,254.0,323.0,0.66340095,186.0,347.0,0.7564517,246.0,290.0,0.88049185,208.0,300.0,0.9140879,374.0,298.0,0.8518765,199.0,467.0,0.8799107,359.0,450.0,0.7547284,69.0,433.0,0.8516003,0,pose1
pose1/pose1train (568).jpg,162.0,79.0,0.7596536,170.0,67.0,0.81842816,169.0,66.0,0.7808645,200.0,69.0,0.6957679,200.0,69.0,0.72894466,246.0,134.0,0.8755026,178.0,149.0,0.9105076,243.0,239.0,0.38708147,185.0,240.0,0.7533116,182.0,331.0,0.6083535,175.0,327.0,0.51439613,230.0,293.0,0.89641786,186.0,284.0,0.8631469,228.0,434.0,0.8949334,74.0,269.0,0.8871354,348.0,445.0,0.5374772,85.0,402.0,0.85005856,0,pose1
pose1/pose1train (569).jpg,224.0,75.0,0.60959494,219.0,61.0,0.65298975,223.0,61.0,0.5119172,198.0,58.0,0.5806955,207.0,61.0,0.6906159,134.0,124.0,0.70729756,214.0,140.0,0.7916783,126.0,217.0,0.77594024,221.0,243.0,0.78496635,120.0,296.0,0.6542779,244.0,329.0,0.6840641,155.0,283.0,0.8364362,184.0,289.0,0.8631233,280.0,248.0,0.8109274,192.0,449.0,0.78099525,268.0,387.0,0.9086335,82.0,480.0,0.73887277,0,pose1
pose1/pose1train (570).jpg,281.0,113.0,0.7524628,277.0,97.0,0.84753567,266.0,102.0,0.7637042,250.0,99.0,0.48720944,224.0,107.0,0.64958483,256.0,146.0,0.57585156,196.0,179.0,0.9016374,250.0,245.0,0.33305788,188.0,289.0,0.9225432,261.0,310.0,0.2966712,197.0,378.0,0.846486,258.0,290.0,0.87423843,219.0,305.0,0.9004481,385.0,309.0,0.811748,206.0,460.0,0.8077806,366.0,435.0,0.8109223,67.0,421.0,0.87693244,0,pose1
pose1/pose1train (572).jpg,206.0,72.0,0.71477,218.0,60.0,0.88306177,195.0,60.0,0.83124584,234.0,66.0,0.8121651,182.0,67.0,0.7802252,268.0,129.0,0.8529939,158.0,129.0,0.869289,288.0,220.0,0.7742996,143.0,225.0,0.83435607,304.0,304.0,0.70432323,132.0,304.0,0.8192341,244.0,278.0,0.8331577,181.0,283.0,0.87487596,235.0,303.0,0.75931984,182.0,438.0,0.85028386,230.0,453.0,0.62701046,186.0,440.0,0.18416767,0,pose1
pose1/pose1train (573).jpg,149.0,53.0,0.767318,148.0,50.0,0.8932449,148.0,50.0,0.86632514,143.0,51.0,0.672158,142.0,52.0,0.8382327,140.0,63.0,0.8701904,138.0,63.0,0.91030514,137.0,83.0,0.5763662,135.0,84.0,0.8349255,139.0,98.0,0.3972121,137.0,100.0,0.605484,137.0,95.0,0.8375416,134.0,95.0,0.811967,159.0,96.0,0.8752105,135.0,121.0,0.8737587,153.0,120.0,0.85759926,109.0,117.0,0.8717539,0,pose1
pose1/pose1train (574).jpg,159.0,52.0,0.7823654,161.0,50.0,0.6815188,160.0,50.0,0.8388171,167.0,52.0,0.84541416,166.0,52.0,0.8032118,169.0,63.0,0.89749306,169.0,63.0,0.81987035,172.0,83.0,0.6943565,172.0,83.0,0.6726698,170.0,100.0,0.6932851,170.0,99.0,0.42616755,175.0,95.0,0.739073,175.0,95.0,0.70085686,150.0,96.0,0.64810836,173.0,120.0,0.6544776,156.0,120.0,0.55533624,200.0,117.0,0.72047997,0,pose1
pose1/pose1train (575).jpg,767.0,1355.0,0.77985215,656.0,1388.0,0.57636213,650.0,1466.0,0.819034,691.0,1623.0,0.71556854,721.0,1823.0,0.7884404,1103.0,1474.0,0.6922159,1346.0,2096.0,0.8007215,1820.0,1479.0,0.3793737,2242.0,2224.0,0.69363725,2222.0,1370.0,0.29300988,2916.0,1952.0,0.83929986,2321.0,1323.0,0.599872,2655.0,1684.0,0.5699451,2393.0,396.0,0.8290189,2411.0,420.0,0.24223728,3086.0,498.0,0.75266206,3187.0,1556.0,0.31760696,0,pose1
pose1/pose1train (576).jpg,866.0,1391.0,0.79932046,776.0,1454.0,0.72332525,770.0,1478.0,0.76868665,832.0,1699.0,0.596298,853.0,1778.0,0.83749306,1229.0,1490.0,0.6476043,1367.0,1921.0,0.8361683,1785.0,1401.0,0.18453777,2168.0,2027.0,0.8431641,2180.0,1416.0,0.30956116,2743.0,1763.0,0.7714304,2172.0,1374.0,0.8504938,2337.0,1593.0,0.7514373,2206.0,683.0,0.87581736,2852.0,1627.0,0.50644135,2861.0,735.0,0.84137523,2963.0,1630.0,0.1552928,0,pose1
pose1/pose1train (577).jpg,823.0,1516.0,0.7517985,748.0,1427.0,0.56290054,732.0,1567.0,0.81129944,810.0,1304.0,0.688146,780.0,1623.0,0.56798714,1190.0,1120.0,0.6867746,1192.0,1781.0,0.71960074,1829.0,1067.0,0.8163442,1694.0,1800.0,0.760017,2311.0,1099.0,0.42097047,2108.0,1857.0,0.61916137,2029.0,1366.0,0.43248215,2040.0,1697.0,0.6197453,2584.0,1582.0,0.4751136,2599.0,1678.0,0.65853214,3330.0,1496.0,0.3391646,3311.0,1501.0,0.36936232,0,pose1
pose1/pose1train (578).jpg,685.0,1726.0,0.6651143,584.0,1617.0,0.6243976,587.0,1758.0,0.75068194,604.0,1381.0,0.70257694,616.0,1749.0,0.72380984,1084.0,1179.0,0.8004228,1064.0,1767.0,0.5453711,1804.0,1073.0,0.7495631,1594.0,1808.0,0.7529437,2282.0,1123.0,0.645934,2049.0,1831.0,0.662671,1956.0,1366.0,0.6231178,1947.0,1695.0,0.5033548,2619.0,1766.0,0.6178236,2586.0,1806.0,0.61124814,3497.0,1595.0,0.36398682,2085.0,1813.0,0.2521095,0,pose1
pose1/pose1train (579).jpg,690.0,1319.0,0.27908033,659.0,1373.0,0.49056432,585.0,1243.0,0.4663787,817.0,1419.0,0.44015637,645.0,1033.0,0.38996592,1349.0,1518.0,0.627638,1248.0,831.0,0.6918745,2205.0,1686.0,0.20236483,1946.0,1083.0,0.36059034,2375.0,1802.0,0.39176428,2062.0,1250.0,0.116921514,2349.0,1422.0,0.5476575,2239.0,1279.0,0.48337838,2964.0,1306.0,0.7105768,1565.0,1448.0,0.1793151,3335.0,605.0,0.6376069,2546.0,1651.0,0.15634516,0,pose1
pose1/pose1train (58).jpg,247.0,61.0,0.8021168,239.0,55.0,0.8712467,239.0,55.0,0.8766097,224.0,62.0,0.7091768,223.0,63.0,0.89611846,229.0,99.0,0.6082733,221.0,102.0,0.9662051,227.0,165.0,0.8287522,221.0,166.0,0.92888397,239.0,210.0,0.70173746,236.0,212.0,0.7407005,231.0,196.0,0.8803115,219.0,200.0,0.89022505,311.0,199.0,0.8080485,196.0,282.0,0.874229,289.0,276.0,0.91663206,123.0,255.0,0.8708159,0,pose1
pose1/pose1train (580).jpg,1052.0,1263.0,0.6203222,942.0,1265.0,0.73774076,970.0,1271.0,0.8304938,854.0,1503.0,0.5661856,916.0,1511.0,0.7063831,1039.0,1653.0,0.5498029,1456.0,1918.0,0.6015218,1660.0,1472.0,0.16511789,2292.0,1797.0,0.82037246,2066.0,1341.0,0.29458967,2813.0,1526.0,0.673391,2098.0,1326.0,0.6673756,2431.0,1557.0,0.6127338,1987.0,667.0,0.70395327,3150.0,1422.0,0.70329714,2637.0,823.0,0.61929,2920.0,1486.0,0.26914525,0,pose1
pose1/pose1train (581).jpg,1043.0,1422.0,0.7605471,956.0,1358.0,0.7570697,913.0,1506.0,0.7489859,977.0,1421.0,0.50200564,933.0,1767.0,0.8577382,1374.0,1435.0,0.5857756,1552.0,1892.0,0.7836111,1841.0,1281.0,0.3437644,2354.0,1898.0,0.8588697,2273.0,1292.0,0.20446827,2948.0,1652.0,0.690701,2237.0,1254.0,0.8430248,2492.0,1505.0,0.7527393,2256.0,647.0,0.5358319,3170.0,1537.0,0.66793805,2868.0,782.0,0.81766635,3072.0,1581.0,0.27908114,0,pose1
pose1/pose1train (582).jpg,1047.0,1699.0,0.68850434,951.0,1622.0,0.62318283,943.0,1805.0,0.76854247,976.0,1556.0,0.5805072,1013.0,1977.0,0.6318376,1314.0,1514.0,0.5715313,1543.0,2049.0,0.8521022,1749.0,1371.0,0.16616583,2301.0,2021.0,0.63830084,2208.0,1358.0,0.15727144,2909.0,1783.0,0.6823597,2250.0,1375.0,0.8789076,2502.0,1613.0,0.7718976,2273.0,723.0,0.66559345,3065.0,1677.0,0.7165417,2883.0,815.0,0.8783026,3038.0,1669.0,0.1674527,0,pose1
pose1/pose1train (583).jpg,1004.0,1416.0,0.5363814,934.0,1362.0,0.6783538,862.0,1447.0,0.5033717,861.0,1476.0,0.4625428,728.0,1688.0,0.7407665,1133.0,1452.0,0.72530365,1115.0,2054.0,0.8513168,1498.0,1460.0,0.26688924,1803.0,2220.0,0.7785095,1798.0,1376.0,0.17823702,2440.0,2069.0,0.7543548,2081.0,1413.0,0.82568574,2248.0,1753.0,0.6962254,2214.0,656.0,0.7997503,2963.0,1770.0,0.5094358,2988.0,793.0,0.66008365,3007.0,795.0,0.30161136,0,pose1
pose1/pose1train (584).jpg,1301.0,1048.0,0.8355476,1325.0,938.0,0.7506198,1298.0,937.0,0.55960387,1589.0,832.0,0.9247822,1553.0,830.0,0.7947006,2109.0,1396.0,0.9048191,1626.0,1170.0,0.7087326,2195.0,2292.0,0.8825985,1785.0,1967.0,0.50178605,1920.0,2937.0,0.85813415,1670.0,2606.0,0.14880477,1706.0,2408.0,0.81363195,1353.0,2228.0,0.8267705,1766.0,3218.0,0.40865582,521.0,2348.0,0.83170664,2311.0,2892.0,0.64916456,581.0,3100.0,0.8285217,0,pose1
pose1/pose1train (585).jpg,1355.0,741.0,0.8079493,1487.0,635.0,0.7456856,1379.0,624.0,0.4288191,1838.0,704.0,0.9090716,1580.0,658.0,0.6545793,2110.0,1356.0,0.66118634,1422.0,1165.0,0.788563,2194.0,2224.0,0.90732527,1670.0,1905.0,0.41166195,1978.0,2884.0,0.72138894,1542.0,2503.0,0.106575415,1740.0,2465.0,0.7418597,1295.0,2235.0,0.83455694,1792.0,3351.0,0.45053798,444.0,2427.0,0.8673073,2129.0,2816.0,0.5308192,526.0,3132.0,0.79731643,0,pose1
pose1/pose1train (586).jpg,1405.0,866.0,0.83521223,1478.0,784.0,0.64572835,1446.0,773.0,0.75071144,1758.0,856.0,0.83778596,1667.0,814.0,0.5669491,1929.0,1385.0,0.9318895,1563.0,1144.0,0.68144834,2030.0,2122.0,0.84686506,1502.0,1649.0,0.3326126,1745.0,2743.0,0.703995,1378.0,2167.0,0.17730178,1600.0,2325.0,0.8353652,1362.0,2161.0,0.810708,1661.0,3022.0,0.4286465,692.0,2209.0,0.8410227,2383.0,2887.0,0.5665777,753.0,2892.0,0.65307474,0,pose1
pose1/pose1train (587).jpg,1647.0,897.0,0.7941955,1793.0,802.0,0.75007015,1614.0,765.0,0.7281146,2011.0,929.0,0.7057127,1599.0,802.0,0.42474604,2107.0,1527.0,0.86714613,1462.0,1282.0,0.7700524,2135.0,2309.0,0.785722,1405.0,1877.0,0.42743796,1887.0,2953.0,0.83884645,1264.0,2251.0,0.30835545,1620.0,2559.0,0.6960982,1227.0,2324.0,0.76644456,1537.0,3334.0,0.21144788,362.0,2415.0,0.82811296,1873.0,3033.0,0.20915142,366.0,3176.0,0.48531723,0,pose1
pose1/pose1train (588).jpg,1646.0,930.0,0.7639534,1740.0,848.0,0.41956866,1572.0,846.0,0.5960981,1870.0,901.0,0.7700499,1486.0,891.0,0.68348384,2023.0,1396.0,0.8181782,1272.0,1353.0,0.8325387,2092.0,1951.0,0.88567156,1159.0,1853.0,0.7177665,2074.0,2449.0,0.6685253,1056.0,2226.0,0.5621138,1727.0,2324.0,0.6858902,1312.0,2196.0,0.7474849,1609.0,3089.0,0.4849603,881.0,2724.0,0.7696663,1758.0,2852.0,0.5126611,830.0,3479.0,0.82713175,0,pose1
pose1/pose1train (589).jpg,1481.0,858.0,0.7893663,1535.0,753.0,0.800099,1378.0,799.0,0.6626549,1647.0,770.0,0.8968207,1307.0,883.0,0.7100277,1860.0,1230.0,0.9079476,1119.0,1212.0,0.9395876,1886.0,1759.0,0.87462884,1055.0,1778.0,0.9257827,1918.0,2204.0,0.64547956,1008.0,2305.0,0.785001,1642.0,2097.0,0.79348916,1272.0,2050.0,0.776931,1541.0,2770.0,0.5851002,1240.0,2553.0,0.685974,1141.0,3011.0,0.12587287,1157.0,3382.0,0.7480976,0,pose1
pose1/pose1train (59).jpg,216.0,82.0,0.85023654,210.0,74.0,0.72685677,210.0,73.0,0.8388076,184.0,78.0,0.67583793,183.0,77.0,0.7835554,172.0,122.0,0.850898,165.0,127.0,0.92188597,167.0,208.0,0.6633663,157.0,212.0,0.9448905,175.0,277.0,0.38502553,169.0,283.0,0.6164973,178.0,244.0,0.87369436,167.0,249.0,0.8753937,289.0,257.0,0.54701126,174.0,375.0,0.7878514,274.0,365.0,0.5888934,62.0,345.0,0.77666587,0,pose1
pose1/pose1train (591).jpg,1721.0,689.0,0.6675669,1767.0,586.0,0.78731084,1608.0,602.0,0.8379428,1766.0,599.0,0.5396863,1401.0,663.0,0.63202727,1799.0,1073.0,0.8158274,1210.0,1128.0,0.7575915,1787.0,1605.0,0.7994313,1108.0,1806.0,0.8393374,1861.0,2039.0,0.6895974,1143.0,2322.0,0.6017869,1622.0,2014.0,0.5943059,1321.0,2035.0,0.609756,1488.0,2681.0,0.40889975,1768.0,2596.0,0.7516537,1153.0,2415.0,0.20130832,1588.0,3469.0,0.8169774,0,pose1
